species,status,is_weed,cipwg_category,source,hazard
Sciadopitys verticillata,ornamental,false,,iNat cultivated scope (WS-B),
Scilla bifolia,introduced,false,,iNaturalist establishment_means (CT),
Scilla forbesii,introduced,false,,iNaturalist establishment_means (CT),
Scilla luciliae,introduced,false,,iNaturalist establishment_means (CT),
Scilla mischtschenkoana,introduced,false,,iNaturalist establishment_means (CT),
Scilla siberica,introduced,false,,iNaturalist establishment_means (CT),
Scirpus cyperinus,native,false,,iNaturalist establishment_means (CT),
Scleranthus annuus,introduced,false,,iNaturalist establishment_means (CT),
Scorzoneroides autumnalis,introduced,false,,iNaturalist establishment_means (CT),
Scrophularia nodosa,introduced,false,,iNaturalist establishment_means (CT),
Scutellaria lateriflora,native,false,,iNaturalist establishment_means (CT),
Secale cereale,introduced,false,,iNaturalist establishment_means (CT),
Securigera varia,introduced,false,,iNaturalist establishment_means (CT),
Sedum acre,introduced,false,,iNaturalist establishment_means (CT),
Sedum album,introduced,false,,iNaturalist establishment_means (CT),
Sedum dasyphyllum,introduced,false,,iNaturalist establishment_means (CT),
Sedum sarmentosum,introduced,false,,iNaturalist establishment_means (CT),
Sedum sexangulare,introduced,false,,iNaturalist establishment_means (CT),
Sempervivum tectorum,ornamental,false,,iNat cultivated scope (WS-B),
Senecio vulgaris,introduced,true,,common Eurasian-introduced weed,
Setaria faberi,introduced,false,,iNaturalist establishment_means (CT),
Setaria pumila,introduced,false,,iNaturalist establishment_means (CT),
Setaria viridis,introduced,false,,iNaturalist establishment_means (CT),
Sherardia arvensis,introduced,false,,iNaturalist establishment_means (CT),
Shortia galacifolia,ornamental,false,,iNat cultivated scope (WS-B),
Silene chalcedonica,introduced,false,,iNaturalist establishment_means (CT),
Silene coronaria,introduced,false,,iNaturalist establishment_means (CT),
Silene dioica,introduced,false,,iNaturalist establishment_means (CT),
Silene flos-cuculi,invasive,true,potentially,CIPWG 2024 (CGS 22a-381d),
Silene latifolia,introduced,false,,iNaturalist establishment_means (CT),
Silene vulgaris,introduced,false,,iNaturalist establishment_means (CT),
Silphium asteriscus,introduced,false,,iNaturalist establishment_means (CT),
Silphium perfoliatum,invasive,true,potentially,CIPWG 2024 (CGS 22a-381d),
Silybum marianum,introduced,false,,iNaturalist establishment_means (CT),
Sisymbrium altissimum,introduced,false,,iNaturalist establishment_means (CT),
Sisymbrium officinale,introduced,false,,iNaturalist establishment_means (CT),
Sisyrinchium angustifolium,native,false,,iNaturalist establishment_means (CT),
Smilax bona-nox,introduced,false,,iNaturalist establishment_means (CT),
Smilax glauca,native,false,,iNaturalist establishment_means (CT),
Smilax herbacea,native,false,,iNaturalist establishment_means (CT),
Smilax rotundifolia,native,false,,iNaturalist establishment_means (CT),
Solanum dulcamara,invasive,true,potentially,CIPWG 2024 (CGS 22a-381d),
Solanum lycopersicum,introduced,false,,iNaturalist establishment_means (CT),
Solanum melongena,introduced,false,,iNaturalist establishment_means (CT),
Solanum nigrum,introduced,false,,iNaturalist establishment_means (CT),
Solanum rostratum,introduced,false,,iNaturalist establishment_means (CT),
Solanum sarrachoides,introduced,false,,iNaturalist establishment_means (CT),
Solanum tuberosum,introduced,false,,iNaturalist establishment_means (CT),
Solidago bicolor,native,false,,iNaturalist establishment_means (CT),
Solidago caesia,native,false,,iNaturalist establishment_means (CT),
Solidago flexicaulis,native,false,,iNaturalist establishment_means (CT),
Solidago juncea,native,false,,iNaturalist establishment_means (CT),
Solidago nemoralis,native,false,,iNaturalist establishment_means (CT),
Solidago odora,native,false,,iNaturalist establishment_means (CT),
Solidago rugosa,native,false,,iNaturalist establishment_means (CT),
Solidago sempervirens,native,false,,iNaturalist establishment_means (CT),
Sonchus arvensis,introduced,false,,iNaturalist establishment_means (CT),
Sonchus asper,introduced,false,,iNaturalist establishment_means (CT),
Sonchus oleraceus,introduced,false,,iNaturalist establishment_means (CT),
Sorbaria sorbifolia,introduced,false,,iNaturalist establishment_means (CT),
Sorbus aucuparia,introduced,false,,iNaturalist establishment_means (CT),
Sorghum bicolor,introduced,false,,iNaturalist establishment_means (CT),
Sorghum halepense,introduced,false,,iNaturalist establishment_means (CT),
Sparganium androcladum,native,false,,iNaturalist establishment_means (CT),
Spathiphyllum wallisii,ornamental,false,,iNat cultivated scope (WS-B),
Spergula arvensis,introduced,false,,iNaturalist establishment_means (CT),
Spergularia rubra,introduced,false,,iNaturalist establishment_means (CT),
Spinacia oleracea,ornamental,false,,iNat cultivated scope (WS-B),
Spiraea japonica,introduced,false,,iNaturalist establishment_means (CT),
Spiraea prunifolia,introduced,false,,iNaturalist establishment_means (CT),
Spiraea tomentosa,native,false,,iNaturalist establishment_means (CT),
Stachys byzantina,ornamental,false,,iNat cultivated scope (WS-B),
Stachys palustris,introduced,false,,iNaturalist establishment_means (CT),
Stellaria aquatica,introduced,false,,iNaturalist establishment_means (CT),
Stellaria graminea,introduced,false,,iNaturalist establishment_means (CT),
Stellaria media,introduced,true,,common Eurasian-introduced weed,
Stewartia pseudocamellia,ornamental,false,,iNat cultivated scope (WS-B),
Stokesia laevis,ornamental,false,,iNat cultivated scope (WS-B),
Streptopus lanceolatus,native,false,,iNaturalist establishment_means (CT),
Styphnolobium japonicum,ornamental,false,,iNat cultivated scope (WS-B),
Styrax japonicus,introduced,false,,iNaturalist establishment_means (CT),
Suaeda maritima,introduced,false,,iNaturalist establishment_means (CT),
Symphoricarpos orbiculatus,introduced,false,,iNaturalist establishment_means (CT),
Symphyotrichum lanceolatum,native,false,,iNaturalist establishment_means (CT),
